id_operacion,fecha_operacion,precio,public_id,codigo_frente_agua,codigo_vista,codigo_condicion,agente_id,codigo_pais,año,año_mes,mes,vista,condición,país,agente,anio_construc,latitud,longitud,codigo_postal,m2_construccion,m2_terreno,m2_sobre_calle,m2_sotano,pisos,recamaras,banios,anio_renovacion
100300280,2022-10-18,355000.0,12495373,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2010,47.4867,-122.152,98059,435.9,1456.0,1430.0,0.0,2,3,2.25,0
108000127,2022-12-07,456500.0,12406739,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.7027,-122.361,98177,609.6,703.8,2000.0,0.0,3,4,3.5,0
114100234,2023-04-28,402500.0,10218057,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1979,47.7668,-122.243,98028,658.4,2907.8,2160.0,0.0,2,3,2.25,0
114100234,2023-04-28,402500.0,10218057,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1979,47.7668,-122.243,98028,658.4,2907.8,2160.0,0.0,2,3,2.25,0
120059044,2023-02-15,250000.0,14647115,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.2558,-122.122,98092,496.2,87281.0,1628.0,0.0,1,3,1.75,0
120059044,2023-02-15,250000.0,14647115,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.2558,-122.122,98092,496.2,87281.0,1628.0,0.0,1,3,1.75,0
123039207,2022-12-07,283000.0,10058487,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.5145,-122.365,98106,640.1,2487.2,1200.0,900.0,1,4,2.0,0
123039604,2022-06-29,102500.0,12584239,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1937,47.514,-122.359,98106,249.9,1316.7,820.0,0.0,1,2,1.0,0
123059127,2022-04-30,625000.0,11111365,0,0,3,9,1,2022,2022-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2007,47.5133,-122.11,98059,832.1,16463.5,1560.0,1170.0,1,4,3.25,0
200520080,2022-07-30,595000.0,13620629,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1991,47.7383,-122.22,98011,810.8,3242.2,2660.0,0.0,2,3,2.5,0
203100910,2022-09-21,475000.0,10421988,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1994,47.6403,-121.964,98053,701.0,8680.7,2300.0,0.0,2,5,2.5,0
203101330,2022-06-29,485000.0,13982205,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1991,47.6347,-121.958,98053,743.7,14604.8,2090.0,350.0,2,3,2.25,0
217700050,2022-10-28,395000.0,14025453,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.7774,-122.35,98133,542.5,2948.0,1350.0,430.0,1,3,2.25,0
225069013,2022-06-21,806000.0,10795154,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1997,47.6778,-121.994,98053,762.0,62933.3,2500.0,0.0,1,4,2.5,0
240000031,2023-03-11,322000.0,11279487,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.4253,-122.283,98188,591.3,3109.0,1360.0,580.0,1,4,2.25,0
240000031,2023-03-11,322000.0,11279487,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.4253,-122.283,98188,591.3,3109.0,1360.0,580.0,1,4,2.25,0
255400060,2022-12-06,910000.0,13506128,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.6039,-122.06,98074,1143.0,2523.4,3750.0,0.0,2,5,2.75,0
259800410,2022-11-04,445000.0,11383690,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1966,47.6289,-122.119,98008,533.4,2194.6,1750.0,0.0,1,3,1.75,0
259801110,2022-08-26,439000.0,12399417,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1965,47.6285,-122.118,98008,381.0,2142.7,1250.0,0.0,1,3,1.75,0
272000320,2022-11-03,398000.0,12920911,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.5879,-122.299,98144,399.3,913.2,1310.0,0.0,2,3,1.5,0
272000355,2022-11-06,325000.0,11312464,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.5873,-122.299,98144,399.3,913.8,1310.0,0.0,2,3,1.5,0
291310390,2022-09-02,355000.0,12806218,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.5339,-122.067,98027,440.4,331.3,1300.0,145.0,2,3,2.25,0
293070270,2022-11-02,922755.0,10348976,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2014,47.6178,-122.055,98074,1085.1,1509.1,3560.0,0.0,2,4,3.5,0
293760210,2022-08-24,998000.0,13371384,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2004,47.5556,-122.03,98029,1258.8,3171.1,4130.0,0.0,2,5,4.5,0
301400850,2023-02-18,260000.0,11380415,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.3452,-122.215,98002,453.8,853.4,1489.0,0.0,2,3,2.25,0
301400850,2023-02-18,260000.0,11380415,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.3452,-122.215,98002,453.8,853.4,1489.0,0.0,2,3,2.25,0
303800020,2023-05-11,425000.0,13014145,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.3411,-122.197,98092,1027.2,4245.6,2650.0,720.0,2,3,2.75,0
303800020,2023-05-11,425000.0,13014145,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.3411,-122.197,98092,1027.2,4245.6,2650.0,720.0,2,3,2.75,0
305500140,2023-05-10,365000.0,13028745,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4362,-122.178,98058,670.6,1235.0,2200.0,0.0,2,3,2.5,0
305500140,2023-05-10,365000.0,13028745,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.4362,-122.178,98058,670.6,1235.0,2200.0,0.0,2,3,2.5,0
312000265,2023-05-02,375000.0,10308638,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1950,47.557,-122.395,98136,240.8,1560.6,790.0,0.0,1,2,1.0,0
312000265,2023-05-02,375000.0,10308638,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1950,47.557,-122.395,98136,240.8,1560.6,790.0,0.0,1,2,1.0,0
322069153,2022-08-25,364250.0,11796074,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1994,47.4213,-122.033,98038,694.9,65190.3,2280.0,0.0,2,3,2.5,0
323059316,2023-05-03,535000.0,12833310,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.5104,-122.154,98059,972.3,1883.1,3190.0,0.0,2,5,2.5,0
323059316,2023-05-03,535000.0,12833310,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.5104,-122.154,98059,972.3,1883.1,3190.0,0.0,2,5,2.5,0
326069101,2022-12-03,515000.0,12772324,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1986,47.7754,-122.032,98077,649.2,67049.3,2130.0,0.0,2,3,2.5,0
342000036,2022-06-30,540000.0,12168018,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1994,47.6081,-122.289,98122,402.3,548.6,1320.0,0.0,2,3,2.25,0
390100060,2023-04-19,325000.0,11578911,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1951,47.7565,-122.339,98133,317.0,2298.5,1040.0,0.0,1,3,1.0,0
390100060,2023-04-19,325000.0,11578911,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1951,47.7565,-122.339,98133,317.0,2298.5,1040.0,0.0,1,3,1.0,0
421049254,2022-09-30,179000.0,12160458,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1977,47.3302,-122.305,98003,301.8,2670.0,990.0,0.0,1,2,1.0,0
424069264,2022-05-20,749000.0,14494367,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.5937,-122.047,98075,893.1,5547.1,2930.0,0.0,2,4,2.5,0
425049181,2022-09-10,350000.0,10387082,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2003,47.6761,-122.3,98115,326.1,285.6,1070.0,0.0,3,2,1.5,0
439000230,2023-04-27,805000.0,13040814,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1952,47.6932,-122.3,98115,743.7,3014.2,1540.0,900.0,1,4,2.25,0
439000230,2023-04-27,805000.0,13040814,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1952,47.6932,-122.3,98115,743.7,3014.2,1540.0,900.0,1,4,2.25,0
439200035,2022-11-15,740000.0,11712089,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.686,-122.297,98115,780.3,2103.1,1480.0,1080.0,1,4,2.75,0
475000176,2022-12-20,436000.0,13395298,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2006,47.6684,-122.365,98107,350.5,363.6,1020.0,130.0,2,3,2.5,0
476000324,2022-10-14,460000.0,11883454,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2005,47.6704,-122.391,98107,417.6,363.9,1370.0,0.0,3,3,3.25,0
480000170,2022-06-25,480000.0,13737889,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1902,47.661,-122.338,98103,457.2,1042.4,1500.0,0.0,1,2,1.0,0
522059352,2023-03-24,358800.0,13631291,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.4204,-122.201,98031,656.8,2481.1,2155.0,0.0,2,4,2.5,0
522059352,2023-03-24,358800.0,13631291,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1996,47.4204,-122.201,98031,656.8,2481.1,2155.0,0.0,2,4,2.5,0
524069075,2022-10-22,450000.0,14015244,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1978,47.5887,-122.064,98075,746.8,6202.1,1410.0,1040.0,1,4,2.5,0
526059224,2022-09-21,260000.0,13037603,0,0,3,9,1,2022,2022-09,09-SEPTEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1977,47.7721,-122.206,98011,502.9,2217.7,1010.0,640.0,1,4,1.75,0
534000195,2022-11-11,510000.0,11284741,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1940,47.6982,-122.362,98117,417.6,2042.2,1370.0,0.0,1,3,1.75,2012
538000390,2022-10-26,337500.0,12449718,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1999,47.3539,-122.024,98038,630.9,1432.0,2070.0,0.0,2,5,2.5,0
567000401,2023-04-19,546000.0,12340550,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.5928,-122.295,98144,640.1,425.8,1580.0,520.0,3,4,2.5,0
567000401,2023-04-19,546000.0,12340550,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2008,47.5928,-122.295,98144,640.1,425.8,1580.0,520.0,3,4,2.5,0
623049232,2022-07-13,115000.0,11099707,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1952,47.511,-122.348,98146,167.6,2432.3,550.0,0.0,1,2,0.75,0
626049058,2023-05-02,275000.0,12677489,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.7753,-122.355,98133,783.3,5252.9,1300.0,1270.0,1,5,2.5,0
626049058,2023-05-02,275000.0,12677489,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1959,47.7753,-122.355,98133,783.3,5252.9,1300.0,1270.0,1,5,2.5,0
629500170,2023-03-24,679950.0,10545611,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5835,-121.996,98075,868.7,1726.4,2850.0,0.0,2,4,2.5,0
629500170,2023-03-24,679950.0,10545611,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.5835,-121.996,98075,868.7,1726.4,2850.0,0.0,2,4,2.5,0
629810350,2022-05-19,815000.0,12323493,0,0,3,9,1,2022,2022-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.6055,-122.013,98074,1063.1,2930.3,3488.0,0.0,2,4,2.75,0
642800130,2023-05-11,724500.0,11137514,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.5794,-122.03,98075,987.6,1275.6,2770.0,470.0,2,3,3.25,0
642800130,2023-05-11,724500.0,11137514,0,0,3,9,1,2023,2023-05,05-MAY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2011,47.5794,-122.03,98075,987.6,1275.6,2770.0,470.0,2,3,3.25,0
662310900,2023-02-18,350000.0,12178656,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.2831,-122.346,98023,832.1,2247.0,2730.0,0.0,2,3,2.5,0
662310900,2023-02-18,350000.0,12178656,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1998,47.2831,-122.346,98023,832.1,2247.0,2730.0,0.0,2,3,2.5,0
686550040,2022-06-17,1240000.0,11529514,0,0,3,9,1,2022,2022-06,06-JUNE,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1990,47.6005,-122.199,98004,1164.3,4030.7,3280.0,540.0,2,4,3.5,0
704450070,2022-07-05,450000.0,14383594,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1993,47.7347,-122.226,98028,606.6,3899.3,1990.0,0.0,2,3,2.5,0
714000195,2022-11-11,510000.0,13215189,0,0,3,9,1,2022,2022-11,11-NOVEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1947,47.6696,-122.267,98105,423.7,1689.8,930.0,460.0,1,2,1.0,0
723049476,2022-07-22,203000.0,13750408,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1960,47.5,-122.347,98146,496.8,2787.4,1630.0,0.0,1,3,2.25,0
723099044,2022-08-05,433200.0,12771032,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2002,47.4848,-121.698,98045,632.5,4937.8,2075.0,0.0,2,3,2.5,0
745530180,2023-03-15,870000.0,11851431,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2013,47.7339,-122.209,98011,1370.1,3072.1,3580.0,915.0,2,5,3.5,0
745530180,2023-03-15,870000.0,11851431,0,0,3,9,1,2023,2023-03,03-MARCH,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2013,47.7339,-122.209,98011,1370.1,3072.1,3580.0,915.0,2,5,3.5,0
798000337,2022-07-29,325000.0,13513938,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1963,47.4999,-122.327,98168,594.4,3810.0,1330.0,620.0,1,4,1.75,0
808300180,2023-02-09,454000.0,14794109,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2000,47.7247,-121.959,98019,926.6,3816.7,3040.0,0.0,2,4,2.5,0
808300180,2023-02-09,454000.0,14794109,0,0,3,9,1,2023,2023-02,02-FEBRUARY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2000,47.7247,-121.959,98019,926.6,3816.7,3040.0,0.0,2,4,2.5,0
809002610,2022-07-16,485000.0,13310654,0,0,3,9,1,2022,2022-07,07-JULY,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1909,47.6368,-122.355,98109,350.5,780.3,1150.0,0.0,2,4,1.0,0
811000050,2022-12-29,826000.0,11797285,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1929,47.6312,-122.353,98109,576.1,1524.0,1890.0,0.0,2,3,1.5,0
818100030,2022-12-02,310000.0,12399424,0,0,3,9,1,2022,2022-12,12-DECEMBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1994,47.3921,-122.163,98042,588.3,2137.9,1930.0,0.0,2,4,2.5,0
820000012,2022-08-25,401000.0,14308933,0,0,3,9,1,2022,2022-08,08-AUGUST,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.7186,-122.314,98125,539.5,602.6,1770.0,0.0,3,3,3.25,0
820000018,2022-10-12,387500.0,14473004,0,0,3,9,1,2022,2022-10,10-OCTOBER,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,2001,47.7185,-122.313,98125,566.9,676.0,1860.0,0.0,3,3,3.25,0
822039025,2023-04-29,777700.0,10332850,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1995,47.4096,-122.449,98070,688.8,76645.0,2260.0,0.0,2,3,2.5,0
822039025,2023-04-29,777700.0,10332850,0,0,3,9,1,2023,2023-04,04-APRIL,E-SIN VISTA,C-BUENAS CONDICIONES,ESTADOS UNIDOS,FRANK PAINTER - NEOHOMES,1995,47.4096,-122.449,98070,688.8,76645.0,2260.0,0.0,2,3,2.5,0
